"Name","Week","iAll","iEO2HO"
"Activities of extraterritorial...",26,1.09188443343095,0.565288179746011
"Activities of extraterritorial...",23,1,1
"Activities of extraterritorial...",24,0.89778181036747,0.907877664504171
"Activities of extraterritorial...",25,1.08004932243922,1.35815991237678
"Activities of extraterritorial...",30,0.994042914434589,1.00068197317572
"Activities of extraterritorial...",31,0.899017423286531,0.604704532415376
"Activities of extraterritorial...",32,0.956301606454208,0.82388377037562
"Activities of extraterritorial...",33,0.780996493431727,0.757362784471218
"Activities of extraterritorial...",34,1.13892707342004,1.09664188669572
"Activities of extraterritorial...",35,0.5984308761187,0.760327022375215
"Activities of extraterritorial...",36,1.03321791550418,0.784970390034715
"Activities of extraterritorial...",37,0.800747849613313,1.07898259705489
"Activities of extraterritorial...",38,0.841034132792052,0.68952734012975
"Activities of extraterritorial...",39,0.688337301031602,0.764773379231211
"Activities of extraterritorial...",27,0.739974303888117,0.624065883788318
"Activities of extraterritorial...",28,0.941929807410304,1.09638554216867
"Activities of extraterritorial...",29,1.19797760320909,1.14245216158753
"Activities of households...",26,0.984086021505376,0.736842105263158
"Activities of households...",33,1.20984340044743,0.930747922437673
"Activities of households...",34,1.50654205607477,1.27719298245614
"Activities of households...",35,1.02424242424242,0.578947368421053
"Activities of households...",36,1.41182795698925,1.17894736842105
"Activities of households...",37,1.12047619047619,1.28947368421053
"Activities of households...",38,0.958974358974359,0.736842105263158
"Activities of households...",39,1.01111111111111,0.7
"Activities of households...",27,1.22683982683983,0.530526315789474
"Activities of households...",28,1.31420765027322,0.910216718266254
"Activities of households...",29,1.22352941176471,1.12465373961219
"Activities of households...",30,0.971364653243848,1.05921052631579
"Activities of households...",31,1.33561643835616,1.35734072022161
"Activities of households...",32,1.18123456790123,1.67017543859649
"Activities of households...",23,1,1
"Activities of households...",24,0.98531746031746,0.996904024767802
"Activities of households...",25,1.21068702290076,1.04024767801858
"Administrative and support...",26,0.8813118006929,1.22846683893196
"Administrative and support...",38,0.70695823242587,1.00656843600213
"Administrative and support...",25,1.01648823561297,1.2103134479272
"Administrative and support...",36,0.856169341350357,0.949612403100775
"Administrative and support...",37,0.731844885366529,0.965116279069767
"Administrative and support...",29,0.941447374236491,1.31668946648427
"Administrative and support...",30,0.774461021561803,1.50211416490486
"Administrative and support...",27,1.02288395638576,1.12568035625928
"Administrative and support...",32,0.742569037886615,1.04837209302326
"Administrative and support...",33,0.624023548590101,0.638700344942695
"Administrative and support...",28,0.923075855053739,1.07514751822284
"Administrative and support...",31,0.826108430233695,0.6703146374829
"Administrative and support...",24,0.74027351852927,1.13730487416375
"Administrative and support...",39,0.95909125407949,1.19849844350851
"Administrative and support...",23,1,1
"Administrative and support...",34,0.917437622652089,1.41557128412538
"Administrative and support...",35,0.676442629748955,0.958364591147787
"Agriculture, forestry and...",25,1.03736089030207,1.01315789473684
"Agriculture, forestry and...",26,0.829888712241653,0.331578947368421
"Agriculture, forestry and...",27,0.7803003003003,2.33333333333333
"Agriculture, forestry and...",28,0.922098569157393,0.736842105263158
"Agriculture, forestry and...",29,1.0643977310644,0.736842105263158
"Agriculture, forestry and...",30,0.956481905634448,0.947368421052632
"Agriculture, forestry and...",31,1.09254709254709,0.421052631578947
"Agriculture, forestry and...",32,0.698958698958699,0.473684210526316
"Agriculture, forestry and...",33,0.660028449502134,0.644736842105263
"Agriculture, forestry and...",34,0.867165037377803,1.19736842105263
"Agriculture, forestry and...",35,0.672945672945673,0.736842105263158
"Agriculture, forestry and...",23,1,1
"Agriculture, forestry and...",24,1.09433962264151,0.573099415204678
"Agriculture, forestry and...",38,0.701468591879551,0.810526315789474
"Agriculture, forestry and...",39,0.617526617526618,0.532163742690058
"Agriculture, forestry and...",36,0.706942236354001,0.598684210526316
"Agriculture, forestry and...",37,0.592192192192192,0.552631578947368
"Arts, entertainment and...",23,1,1
"Arts, entertainment and...",24,1.13365180467091,1.09439124487004
"Arts, entertainment and...",25,1.47473799071231,0.959173126614987
"Arts, entertainment and...",27,1.20927655362369,0.803720930232558
"Arts, entertainment and...",31,1.20486599387873,0.866183759054518
"Arts, entertainment and...",32,0.908278138688448,0.898155573376103
"Arts, entertainment and...",26,0.949142744961173,1
"Arts, entertainment and...",30,1.16591440223617,0.868217054263566
"Arts, entertainment and...",35,1.08211935843266,0.780487804878049
"Arts, entertainment and...",36,1.18672477371773,1.53969526864475
"Arts, entertainment and...",29,1.17006136114416,1.09936575052854
"Arts, entertainment and...",38,1.01175894169525,0.727648578811369
"Arts, entertainment and...",39,1.04714039278132,1.23255813953488
"Arts, entertainment and...",28,1.12738853503185,0.711111111111111
"Arts, entertainment and...",37,1.07591810136428,0.727648578811369
"Arts, entertainment and...",33,1.09779286530879,0.804525455688246
"Arts, entertainment and...",34,1.34869072894551,1.27574750830565
"Construction",27,0.932272534822933,0.960471271237087
"Construction",28,0.922608002708584,0.979049153908139
"Construction",26,0.894309633272936,0.858112475759535
"Construction",35,0.954597035195992,0.901018099547511
"Construction",23,1,1
"Construction",39,0.910141108766792,0.845494591112043
"Construction",34,1.16286564447609,1.10424643230073
"Construction",33,0.985995575171242,0.901206636500754
"Construction",29,1.01013191255681,0.888129392509868
"Construction",24,0.934868636982322,0.799396681749623
"Construction",25,1.02894651221641,0.885746606334842
"Construction",38,1.03625940076569,0.859872611464968
"Construction",36,0.927453104451197,0.80778161467016
"Construction",37,0.847283896756726,0.755319799437446
"Construction",32,0.791627927207877,0.669250731966995
"Construction",30,1.00713438117849,1.12075090684716
"Construction",31,0.986919989463486,1.02120824841974
"Education",38,0.954240631163708,0.806521739130435
"Education",34,1.12370562130178,1.79405034324943
"Education",24,0.991671714112659,0.875
"Education",25,1.30427749820273,1.00749625187406
"Education",37,0.88509415895308,0.526439482961222
"Education",23,1,1
"Education",29,1.17590415407009,0.939130434782609
"Education",30,1.10054285054285,0.99194847020934
"Education",31,1.00430941607412,0.678260869565217
"Education",32,0.885410455177897,0.674500587544066
"Education",33,0.940239043824701,0.564156945917285
"Education",28,1.01261373035567,0.678260869565217
"Education",26,1.0505698005698,1.05958132045089
"Education",36,0.920847268673356,0.707403055229142
"Education",27,0.874129733401257,0.688787185354691
"Education",35,1.15262515262515,1.21739130434783
"Education",39,0.977419014456051,0.831884057971015
"Electricity, gas, steam...",33,0.680851063829787,0.625
"Electricity, gas, steam...",32,0.536750483558994,0.0789473684210526
"Electricity, gas, steam...",24,0.906511927788524,0.583333333333333
"Electricity, gas, steam...",34,0.843465045592705,0.133333333333333
"Electricity, gas, steam...",26,1.00765957446809,NA
"Electricity, gas, steam...",27,0.753006475485661,0.75
"Electricity, gas, steam...",28,1.03914893617021,1.25
"Electricity, gas, steam...",29,0.994400895856663,1.16666666666667
"Electricity, gas, steam...",30,1.20709219858156,0.625
"Electricity, gas, steam...",31,0.736444749485244,0.5
"Electricity, gas, steam...",35,0.96615087040619,3.5
"Electricity, gas, steam...",23,1,1
"Electricity, gas, steam...",25,1.07350096711799,0.7
"Electricity, gas, steam...",38,1.19148936170213,1.25
"Electricity, gas, steam...",39,0.906511927788524,0.833333333333333
"Electricity, gas, steam...",36,1.47178538390379,0.75
"Electricity, gas, steam...",37,0.728920409771474,0.666666666666667
"Financial and insurance...",30,0.905039351668533,1.03883495145631
"Financial and insurance...",29,0.936450323430013,0.951967296882984
"Financial and insurance...",27,1.00220553356947,0.80083726730204
"Financial and insurance...",31,1.01732086740968,0.858721124874456
"Financial and insurance...",36,1.08399758506943,1.09865790976585
"Financial and insurance...",28,0.915391929956761,1.0376213592233
"Financial and insurance...",33,1.03730867617939,1.02574926129168
"Financial and insurance...",35,1.08328198064306,1.01263465886421
"Financial and insurance...",23,1,1
"Financial and insurance...",37,1.08526540813279,1.27791262135922
"Financial and insurance...",38,0.936232053347809,1.11911874533234
"Financial and insurance...",26,0.898310721439099,1.22473340760783
"Financial and insurance...",34,1.26732057491923,1.66355489171023
"Financial and insurance...",24,1.03156996940301,1.27937980002898
"Financial and insurance...",25,1.0688999958693,1.04854368932039
"Financial and insurance...",39,0.980930696452768,1.07334033062188
"Financial and insurance...",32,0.818551901415443,0.990291262135922
"Human health and...",27,0.856885454578052,0.828125
"Human health and...",31,0.996569679017593,1.51486280487805
"Human health and...",26,0.941333752752438,1.0844494047619
"Human health and...",23,1,1
"Human health and...",32,0.816349943563459,0.772916666666667
"Human health and...",25,1.14313960878469,1.36239919354839
"Human health and...",34,1.34361081816042,2.18072916666667
"Human health and...",38,0.842105884714858,0.721270161290323
"Human health and...",39,0.998279561578164,0.938541666666667
"Human health and...",33,0.944304739679729,0.906994047619048
"Human health and...",37,0.993088936687552,1.10909598214286
"Human health and...",30,0.91007853049308,1.05922965116279
"Human health and...",29,0.977485494253938,1.39195478723404
"Human health and...",35,1.01512759515571,0.941789215686274
"Human health and...",24,0.854844290657439,1.490625
"Human health and...",28,0.843083757567198,1.28819444444444
"Human health and...",36,0.878330000838113,0.841700819672131
"Information and communication...",35,0.956309985600691,0.891958481862026
"Information and communication...",36,0.98317157512306,1.08899739388311
"Information and communication...",33,0.990235994275726,0.85205191503923
"Information and communication...",38,1.02320923747679,0.807510290330391
"Information and communication...",34,1.2098734110948,1.21517183299323
"Information and communication...",39,0.991551709743023,0.939376252949984
"Information and communication...",37,0.927347946106486,0.876494023904383
"Information and communication...",24,1.10524187453656,0.849194936231406
"Information and communication...",25,1.12362325282758,0.963688104723961
"Information and communication...",26,1.05826439173125,0.963562966676341
"Information and communication...",27,1.02594411531552,0.77787896034908
"Information and communication...",29,1.09757156126667,1.0716840666531
"Information and communication...",30,0.996774703263405,0.957223736632418
"Information and communication...",31,1.01422923582498,0.923400736675938
"Information and communication...",32,0.920794850265883,0.78458835465591
"Information and communication...",28,1.01572348694378,1.15142308463986
"Information and communication...",23,1,1
"Manufacturing",38,0.793925979802033,0.685634328358209
"Manufacturing",39,0.903812073907654,0.90851814516129
"Manufacturing",31,0.912388392857143,1.01802884615385
"Manufacturing",32,0.721843056594365,1.0078125
"Manufacturing",33,0.91662081084919,0.870378521126761
"Manufacturing",36,0.866739330966305,0.93199823943662
"Manufacturing",37,0.865742769500438,1.01959745762712
"Manufacturing",24,0.913482383735868,0.735243055555556
"Manufacturing",25,1.26422443977591,1.17329545454545
"Manufacturing",26,0.864811704384724,0.853456439393939
